x,y,label
-1.419,-1.018,4.0
2.916,-5.245,1.0
0.6072,-0.07712,8.0
2.264,-5.449,1.0
2.257,0.8712,3.0
0.3464,-0.6731,8.0
2.345,-5.664,1.0
-0.7721,1.711,2.0
0.1707,1.002,5.0
0.2576,0.1429,8.0
0.9923,3.907,0.0
-3.4,2.145,6.0
0.1364,1.132,2.0
1.831,-5.357,1.0
2.135,-5.988,1.0
-0.2952,-2.709,7.0
1.763,-5.325,1.0
1.393,-0.7976,5.0
2.492,0.02575,3.0
-2.968,-1.293,4.0
-1.442,1.469,6.0
-0.2753,-2.819,9.0
1.278,-0.1715,5.0
2.082,5.086,0.0
-2.244,-1.443,9.0
-1.153,1.979,2.0
0.705,0.8968,2.0
-3.447,-0.8074,4.0
0.5749,0.2549,8.0
-0.5877,1.956,2.0
1.681,-5.294,1.0
-2.529,-3.747,7.0
-0.5502,1.156,2.0
-2.083,-0.8692,4.0
-1.264,-2.045,9.0
-3.074,-0.9832,4.0
-3.898,-0.6696,4.0
2.455,4.131,0.0
0.9273,-1.466,3.0
-1.356,-1.659,9.0
-0.6375,1.396,2.0
-0.2465,1.265,2.0
2.805,-0.3675,3.0
2.505,-0.5007,3.0
-0.3474,-1.006,8.0
2.45,0.8774,3.0
1.855,0.7378,5.0
-2.409,-4.339,7.0
2.005,-0.5534,3.0
1.08,-0.2213,5.0
0.4364,-0.0491,8.0
1.922,-5.158,1.0
-0.2373,0.9813,2.0
-2.176,-1.362,4.0
-2.563,-0.4278,4.0
-2.631,3.201,6.0
-2.154,-0.7406,4.0
-1.777,-1.519,9.0
1.263,0.1785,5.0
1.585,-5.147,1.0
2.77,5.18,0.0
-2.395,2.576,6.0
-2.429,-1.197,9.0
0.9284,-0.793,5.0
-2.156,-1.641,9.0
1.759,0.3622,5.0
-2.244,-1.515,9.0
-1.755,-4.696,7.0
1.11,-0.2149,3.0
0.07145,0.2743,8.0
0.8387,3.67,0.0
3.008,-0.07175,3.0
-3.412,-3.581,7.0
2.039,-5.453,1.0
2.08,-0.3058,3.0
-1.435,2.934,6.0
-1.821,-4.53,7.0
-0.1933,1.015,8.0
1.627,0.4579,5.0
-2.117,-1.598,9.0
-1.551,-4.384,7.0
-2.479,-1.614,9.0
-3.621,2.691,6.0
1.401,0.6065,9.0
-2.899,3.289,6.0
2.554,0.7157,3.0
-3.009,-4.387,7.0
-2.576,-1.083,4.0
-2.052,2.272,4.0
1.468,-0.4544,5.0
0.9783,-0.1866,3.0
0.1245,-0.776,5.0
-2.334,-1.054,4.0
-1.233,-4.663,7.0
0.6533,0.06221,8.0
-0.1576,-1.518,7.0
0.565,-0.5304,8.0
-0.4376,3.928,0.0
-1.546,-3.514,7.0
-3.295,2.266,6.0
-0.01028,-0.7439,8.0
-0.6621,-0.9972,8.0
-2.293,-4.389,7.0
1.89,-0.7314,3.0
0.3886,-0.1743,3.0
2.819,-4.875,1.0
-3.137,-0.9349,9.0
0.3395,-0.6277,5.0
-0.2003,1.341,2.0
-1.543,-3.684,7.0
2.872,-0.36,3.0
0.8878,-0.7227,5.0
2.419,-5.458,1.0
1.91,-5.33,1.0
-0.3637,1.057,2.0
2.253,-5.001,1.0
-2.904,-0.893,4.0
-1.91,-4.05,7.0
-2.436,-0.8235,4.0
-1.375,-3.443,7.0
1.669,0.2669,5.0
-2.975,-0.9596,4.0
2.217,0.256,5.0
-2.864,-1.76,4.0
1.482,3.957,0.0
0.1982,-0.4586,8.0
2.871,0.6831,3.0
-1.86,3.028,6.0
-2.145,-2.039,9.0
-1.244,3.013,6.0
1.511,2.968,0.0
-0.2284,1.178,2.0
0.1264,-1.026,7.0
-1.909,-1.821,4.0
-3.692,-1.03,4.0
-1.366,-0.2323,4.0
-2.992,-0.409,4.0
-3.043,2.928,6.0
-3.612,2.231,6.0
-2.371,-1.311,4.0
-3.565,-3.841,7.0
-2.015,-1.719,9.0
1.12,-0.3501,3.0
-2.397,-1.081,4.0
0.568,-0.828,5.0
0.399,-0.5052,5.0
0.4447,-0.3961,8.0
-2.362,-4.418,7.0
2.974,-0.2287,3.0
-1.346,-3.23,7.0
-0.3356,1.407,2.0
-1.992,-4.009,7.0
0.3904,3.537,0.0
0.04406,1.065,2.0
-1.405,0.8342,4.0
1.529,-5.237,1.0
1.638,-5.353,1.0
0.3665,-0.9305,6.0
-0.2302,0.7974,6.0
-1.637,-1.601,9.0
-0.3936,1.034,2.0
-0.1236,-0.4838,8.0
-3.29,-4.629,7.0
-0.4926,1.448,2.0
0.9358,4.117,0.0
1.965,-5.307,1.0
2.066,0.2553,5.0
-0.001638,1.154,0.0
-1.85,-1.421,9.0
1.762,-4.815,1.0
-1.178,-2.825,7.0
0.7871,4.464,0.0
-2.351,4.03,6.0
-0.142,3.666,0.0
-0.5858,0.6013,8.0
-3.8,3.196,6.0
1.204,0.2609,8.0
1.673,-5.547,1.0
0.8915,0.6227,8.0
2.06,4.767,0.0
1.797,-0.1221,3.0
3.406,-0.8154,3.0
-1.098,-3.042,7.0
-0.7297,1.454,2.0
1.738,-0.5084,3.0
-1.58,2.141,6.0
-0.5661,1.637,2.0
3.324,-5.001,1.0
-0.7816,1.819,6.0
1.829,-5.151,1.0
2.562,-5.482,1.0
2.885,-0.5426,3.0
-1.749,-3.194,7.0
-0.7164,-2.553,9.0
2.622,3.648,0.0
0.9958,0.1231,8.0
2.193,3.281,0.0
1.049,-0.3522,5.0
-2.752,-0.9606,4.0
2.45,3.851,0.0
-1.291,0.8112,2.0
0.3853,-0.1122,8.0
0.0616,0.1454,7.0
-0.8713,0.7468,2.0
-0.2474,-1.288,9.0
0.8091,-0.00871,8.0
-3.188,-0.742,4.0
1.247,3.335,0.0
-1.053,-0.2251,9.0
0.8994,0.4032,5.0
0.8386,1.07,8.0
1.282,0.5594,5.0
1.629,-5.28,1.0
0.0529,1.196,2.0
1.836,-4.979,1.0
1.801,-0.1004,3.0
1.957,-4.081,1.0
-1.677,-3.372,7.0
-1.41,-0.9704,4.0
-0.1033,0.603,5.0
-1.428,-4.107,7.0
-0.6813,1.583,2.0
1.726,2.635,0.0
2.161,1.907,9.0
1.03,0.5914,8.0
-0.211,-0.4983,8.0
-2.279,3.136,6.0
-0.05525,2.4,2.0
2.25,0.6922,5.0
-2.45,0.7347,4.0
1.886,-5.667,1.0
-2.082,-1.737,9.0
0.04036,0.688,2.0
3.089,-5.242,1.0
1.093,0.005459,5.0
0.3393,0.1811,8.0
0.2548,-4.424,7.0
1.109,4.104,0.0
-0.9623,1.205,2.0
-3.246,-0.8367,4.0
-3.156,-1.64,4.0
2.632,-0.1727,3.0
-3.2,1.696,6.0
0.5648,-0.1134,8.0
0.1548,-0.195,8.0
-1.278,2.135,2.0
-2.217,-1.74,4.0
2.641,3.488,0.0
0.2514,-0.1135,5.0
0.1702,3.347,0.0
-1.984,-0.5881,4.0
-2.114,-0.6429,4.0
-2.868,-4.374,7.0
-2.142,-1.598,9.0
3.031,0.1073,3.0
-1.879,-0.7528,4.0
2.151,-5.337,1.0
1.188,1.172,5.0
-1.921,-1.207,9.0
-1.533,-1.583,7.0
2.899,0.1061,3.0
1.5,-0.7539,5.0
0.3159,0.02495,8.0
0.8381,-0.1367,8.0
-0.1348,3.512,0.0
0.2498,-0.6238,5.0
2.13,-0.0409,3.0
2.653,0.8482,3.0
-0.8103,1.632,6.0
-2.815,2.295,6.0
1.226,3.799,0.0
2.747,-5.502,1.0
-2.055,2.605,6.0
1.824,4.139,0.0
2.766,0.002037,3.0
-0.1334,-0.8595,5.0
-2.38,-0.8075,4.0
-2.277,-1.338,4.0
1.343,-5.373,1.0
-0.1737,1.524,2.0
-2.366,-1.48,9.0
3.206,-5.118,1.0
-2.884,-0.8816,4.0
-3.29,2.295,6.0
-2.819,-0.9118,9.0
-2.662,-1.364,9.0
1.046,-1.541,3.0
-2.726,-1.686,9.0
-0.03436,-0.2414,8.0
-2.404,-1.046,4.0
-2.73,-0.02623,4.0
2.233,0.134,3.0
2.208,-5.257,1.0
2.101,-0.3324,3.0
3.231,-5.318,1.0
1.292,0.9472,8.0
0.6979,-0.7346,8.0
-2.118,-3.566,7.0
-1.746,-1.441,9.0
-3.123,-1.118,4.0
0.1126,-0.8403,8.0
-0.7154,1.025,8.0
-0.1181,-3.136,7.0
-2.335,-1.094,9.0
-1.689,-1.353,7.0
1.879,-5.538,1.0
-2.365,-1.665,4.0
1.658,-0.0585,5.0
-3.348,2.235,6.0
2.205,4.226,0.0
1.867,0.1958,5.0
-0.5707,1.419,2.0
-0.3016,1.198,2.0
-1.546,2.619,2.0
1.8,-5.246,1.0
1.672,0.7606,5.0
1.072,-0.03588,5.0
-0.625,1.766,2.0
-3.038,-0.8115,4.0
-1.741,-1.595,9.0
-1.917,2.824,6.0
-0.6954,0.7551,2.0
-2.102,-4.362,7.0
-2.378,-3.646,7.0
-1.132,2.422,2.0
-0.1679,1.17,2.0
1.722,-4.942,1.0
2.735,-5.064,1.0
0.1321,2.088,2.0
0.7638,-0.213,8.0
2.126,0.2477,3.0
-1.499,-2.665,7.0
-0.2487,1.053,2.0
-2.513,-1.531,4.0
2.049,-5.147,1.0
-1.589,-4.525,7.0
1.725,-5.07,1.0
-1.288,-4.892,7.0
-3.297,2.129,6.0
-1.634,-3.459,7.0
-0.2614,0.9609,8.0
-0.7994,0.9308,2.0
-1.83,-4.069,7.0
3.243,-0.2014,3.0
1.648,-4.464,1.0
-2.56,-4.622,7.0
0.7125,0.04177,5.0
0.763,-0.0009594,8.0
-0.5714,0.8855,2.0
-2.904,2.805,6.0
-0.3698,1.759,2.0
0.3629,0.8326,2.0
0.9631,-0.3949,5.0
-3.039,2.874,6.0
-0.4308,2.003,5.0
2.364,5.163,0.0
-1.913,-1.068,9.0
-0.3075,1.426,2.0
-4.03,-0.8421,4.0
1.785,0.8896,3.0
1.839,-0.5811,3.0
-1.359,-1.557,9.0
-1.767,-4.5,7.0
-2.538,3.289,6.0
-2.549,2.501,6.0
0.5088,-0.4084,8.0
2.299,4.737,0.0
-2.515,-0.9026,4.0
1.841,-5.232,1.0
1.324,0.02793,5.0
1.025,0.4329,8.0
-0.187,1.238,2.0
-1.627,-2.138,9.0
1.387,-4.62,1.0
1.369,-0.08501,8.0
2.301,3.025,0.0
-2.22,3.645,6.0
-2.001,-3.547,7.0
-1.151,-0.7677,2.0
2.252,-3.026,1.0
0.4314,2.792,0.0
0.2911,0.4204,5.0
0.8784,-0.5986,5.0
-0.6683,1.646,2.0
1.184,5.405,0.0
-0.35,0.846,2.0
-1.328,1.845,2.0
0.9434,2.427,0.0
-0.2174,1.064,2.0
-1.645,-1.101,4.0
-1.022,-2.037,9.0
0.3276,0.5133,8.0
0.8539,3.936,0.0
-2.185,-1.362,9.0
-2.568,-1.365,9.0
-3.987,-0.6428,4.0
-2.635,3.121,6.0
0.8027,0.4197,5.0
-3.228,-0.7718,4.0
-1.78,-2.129,9.0
1.812,-5.367,1.0
-0.2043,-0.09855,8.0
2.955,-0.5756,3.0
-3.185,-0.8231,4.0
-1.912,-1.571,9.0
-2.654,-1.007,9.0
1.57,-5.441,1.0
0.1656,1.391,2.0
-0.01614,1.296,2.0
0.6937,-0.9614,8.0
1.879,-5.45,1.0
-2.29,-1.444,9.0
-1.971,3.348,6.0
-2.439,-0.9488,4.0
0.3032,2.677,0.0
-0.8642,-1.799,9.0
-1.651,0.145,4.0
0.2798,-0.03836,8.0
2.506,-0.38,3.0
0.6803,-0.2593,8.0
-2.311,1.551,6.0
1.591,3.642,0.0
0.4898,1.155,2.0
0.2106,0.09503,5.0
2.377,-5.088,1.0
-2.072,-1.761,9.0
-3.091,2.408,6.0
-0.7599,1.523,2.0
-2.047,-1.642,9.0
-2.061,-1.17,4.0
0.3772,3.556,0.0
-1.7,-1.399,9.0
-2.933,2.971,6.0
2.851,4.907,0.0
-1.823,2.256,6.0
-0.7672,0.9784,2.0
0.9813,-0.04082,5.0
-3.044,-1.089,4.0
0.1367,1.643,2.0
2.003,0.1946,3.0
1.191,0.156,8.0
-1.351,-0.7431,4.0
2.211,1.739,5.0
2.419,0.6213,5.0
0.838,3.719,0.0
1.008,0.5909,3.0
0.3458,-0.219,8.0
0.9113,-0.1983,5.0
1.702,0.1784,3.0
0.8221,-0.514,5.0
0.3007,-0.1784,8.0
-2.826,4.454,6.0
2.254,0.2057,5.0
-1.773,-3.836,7.0
-2.233,3.689,6.0
3.118,-0.1233,3.0
3.071,0.04307,3.0
-2.101,-1.416,9.0
-2.11,2.422,6.0
1.466,-5.149,1.0
2.013,-5.332,1.0
-0.4724,1.308,2.0
-1.753,-1.243,9.0
2.501,3.983,0.0
-3.76,-1.095,4.0
3.05,0.411,3.0
2.726,0.3084,3.0
-3.535,2.852,6.0
-0.7638,-0.8519,9.0
1.241,-0.4566,5.0
-1.646,-1.436,7.0
1.917,-0.1412,3.0
-2.41,-3.418,7.0
-3.237,-4.837,7.0
-2.101,-4.887,7.0
1.285,0.4208,8.0
0.3738,-1.962,7.0
-2.225,-0.8646,9.0
1.091,-0.3161,8.0
2.567,-0.03151,3.0
1.527,2.875,0.0
-1.2,-3.787,7.0
-0.3648,1.255,2.0
-1.445,-4.529,7.0
-1.194,-1.628,9.0
-2.825,-0.9541,4.0
1.527,0.2516,5.0
-2.662,-0.7459,4.0
-1.802,-1.733,9.0
2.451,0.2331,3.0
0.1175,0.4493,2.0
1.952,-5.024,1.0
-2.829,-0.9714,4.0
1.683,4.274,0.0
-0.287,1.351,2.0
2.73,0.07972,3.0
-1.319,-2.699,7.0
1.594,0.08746,5.0
-1.369,-2.861,7.0
0.6607,0.2037,8.0
0.4495,-0.5435,8.0
2.297,1.805,5.0
2.189,3.369,0.0
1.205,-2.41,1.0
1.798,-5.687,1.0
-3.437,-0.4451,4.0
-1.173,-3.236,8.0
2.476,0.2428,3.0
-1.512,-1.694,9.0
0.7163,3.661,0.0
-0.3623,4.063,0.0
1.346,3.618,0.0
-2.946,2.35,6.0
-2.564,4.056,6.0
-0.4805,1.229,2.0
2.826,-0.3701,3.0
-2.502,-3.888,7.0
1.008,0.02667,8.0
-3.088,-1.008,4.0
-1.503,-2.988,7.0
-2.827,-4.896,7.0
-2.878,-1.073,9.0
-0.03619,0.7874,2.0
-1.964,-0.9254,4.0
1.484,-5.041,1.0
-1.857,2.431,4.0
0.4937,-0.5342,5.0
-0.1787,0.5861,2.0
-2.395,-0.7795,4.0
1.315,-0.3012,9.0
-0.4983,-2.143,9.0
2.684,-5.453,1.0
0.08107,-0.2854,8.0
-2.064,-0.1354,4.0
0.9248,2.696,0.0
-0.2112,-1.117,9.0
0.3533,-0.3173,8.0
-2.994,-0.9748,4.0
1.114,0.7073,8.0
-1.649,-4.521,7.0
-1.905,-4.659,7.0
1.079,3.331,0.0
-1.334,-4.023,7.0
0.5551,-0.2688,8.0
1.223,-0.2738,8.0
-1.144,1.585,6.0
0.008974,3.938,0.0
-2.058,-1.043,4.0
0.2822,-0.4032,8.0
0.1918,0.04869,8.0
-0.973,1.778,2.0
-2.535,-0.7211,4.0
-2.013,-4.452,7.0
-2.872,3.034,6.0
-2.532,2.727,6.0
-2.0,3.677,6.0
-1.946,-1.11,4.0
-1.151,-2.097,7.0
1.914,-4.744,1.0
-0.03319,-0.5536,8.0
0.1843,-0.3082,8.0
-0.5312,1.832,2.0
2.207,-0.713,3.0
-0.8836,2.547,6.0
3.359,0.2138,3.0
2.394,4.368,0.0
0.7896,3.621,0.0
2.474,-0.3699,3.0
-1.566,-4.118,7.0
-2.134,3.501,6.0
-2.123,-1.483,9.0
-2.016,-3.784,7.0
-2.173,-1.415,9.0
-1.355,-2.016,9.0
1.735,-0.09894,5.0
-3.086,-1.119,4.0
2.787,-0.2516,3.0
1.86,-1.078,3.0
-2.479,3.431,6.0
1.609,-5.544,1.0
0.1955,1.31,2.0
3.082,0.08482,3.0
-2.202,-3.402,7.0
1.928,-2.037,3.0
2.909,-0.1732,3.0
-1.026,1.98,2.0
2.617,3.382,0.0
1.39,0.3105,3.0
2.405,-0.1483,3.0
0.8665,-0.209,8.0
-2.106,-1.221,4.0
2.893,0.008298,3.0
-2.037,2.744,6.0
2.288,0.4212,3.0
0.387,-1.063,5.0
1.073,3.169,0.0
-0.4427,1.643,2.0
-0.655,3.668,0.0
-2.355,-1.37,9.0
2.562,4.609,0.0
-1.835,-4.791,7.0
-2.507,-0.6234,4.0
-0.4507,1.973,6.0
-1.422,-0.3235,9.0
2.553,0.2296,3.0
1.135,-0.5695,5.0
1.999,-5.373,1.0
-2.091,-2.316,9.0
-2.483,4.147,6.0
2.349,-5.173,1.0
-1.27,-1.995,4.0
0.6832,-0.004836,5.0
-2.482,-0.7913,4.0
0.9118,0.5341,5.0
0.4008,4.114,0.0
1.031,-0.07546,5.0
-2.64,-0.7026,9.0
-0.9388,-0.1645,5.0
-0.8892,1.532,2.0
2.172,-5.229,1.0
0.3054,0.8078,2.0
-2.614,-1.669,9.0
3.395,-4.796,1.0
-1.657,-1.659,9.0
-1.2,-1.667,9.0
-2.851,-0.8279,4.0
1.42,3.994,0.0
0.4235,-0.2528,8.0
-3.319,-0.5163,4.0
1.331,-0.1793,5.0
-0.5973,0.04406,2.0
-2.671,-1.47,9.0
-0.5599,1.359,2.0
1.913,-5.679,1.0
-0.2366,1.128,2.0
2.318,-5.193,1.0
-1.529,-3.93,7.0
3.162,-0.5281,3.0
-3.192,3.253,6.0
0.5375,-0.2528,8.0
0.9354,-0.04309,8.0
-2.075,-0.9172,4.0
-2.215,-1.282,9.0
1.931,-5.397,1.0
-1.937,-1.743,9.0
0.425,-0.3311,8.0
0.6455,-0.1464,5.0
-1.573,-3.513,7.0
0.5044,-0.7916,5.0
1.353,-4.956,1.0
1.51,-5.402,1.0
0.5505,-0.2598,8.0
-2.185,2.825,6.0
0.7595,-0.4666,5.0
-0.3598,-0.6867,2.0
-3.529,-1.076,4.0
-2.059,-0.5531,4.0
-0.7976,-2.907,3.0
0.5501,2.263,2.0
2.668,-0.1095,3.0
0.9392,-0.641,5.0
-3.376,3.484,6.0
0.9112,0.5369,8.0
0.3591,-0.8575,8.0
-2.249,3.777,6.0
-0.259,1.068,2.0
2.13,-0.1614,3.0
1.162,-4.231,1.0
2.251,4.111,0.0
1.298,-0.5033,5.0
0.7295,-0.8866,8.0
-1.004,-2.47,9.0
-0.6318,0.8429,2.0
-1.481,-2.037,9.0
-2.411,1.774,6.0
-3.405,-4.773,7.0
2.231,3.501,0.0
-2.168,-1.191,4.0
0.8816,-0.01187,8.0
-1.24,-3.727,7.0
2.352,-5.925,1.0
-2.105,-4.533,7.0
-2.877,-1.254,4.0
1.882,-6.107,1.0
2.971,4.147,0.0
-0.6184,-0.6312,9.0
-1.858,-4.58,7.0
-0.06466,1.23,2.0
1.656,3.833,0.0
1.949,3.27,0.0
-2.105,-1.647,9.0
1.819,-5.562,1.0
0.3852,-4.167,7.0
1.485,1.854,8.0
-2.921,-2.376,7.0
0.4297,-0.3256,8.0
-4.254,-0.6354,4.0
-1.693,-2.68,7.0
-2.119,0.295,2.0
1.747,4.348,0.0
-3.098,-0.6557,4.0
-1.531,2.628,6.0
2.187,4.778,0.0
1.217,-1.386,3.0
1.609,-5.321,1.0
3.088,-5.485,1.0
2.041,0.03482,3.0
2.933,0.1478,3.0
0.4759,-0.2143,9.0
-3.099,1.905,6.0
-3.747,-4.758,7.0
-1.889,-0.8255,4.0
1.925,-5.474,1.0
0.3873,0.8305,5.0
2.979,-0.1529,3.0
1.175,3.824,0.0
0.1428,0.2999,8.0
-1.062,-4.531,7.0
2.895,0.05554,3.0
-2.329,-1.437,9.0
-2.832,2.743,6.0
-2.048,-1.858,9.0
1.9,0.8126,3.0
1.001,-0.462,5.0
-1.389,2.743,0.0
0.222,0.6669,2.0
-1.706,-3.038,7.0
-1.166,-0.3547,4.0
1.564,-0.05683,5.0
1.71,-5.559,1.0
-0.4439,-0.378,7.0
1.381,-0.1584,5.0
0.5292,-0.3188,8.0
0.8396,3.535,0.0
0.3666,0.459,8.0
-0.1615,0.413,8.0
1.977,-5.574,1.0
-0.2733,-0.7555,5.0
1.81,2.951,0.0
1.823,-0.4811,3.0
1.149,3.174,0.0
2.288,0.2441,3.0
3.093,-4.496,1.0
-2.325,-1.02,4.0
1.02,3.681,0.0
2.144,0.01251,3.0
-1.148,-4.472,7.0
0.08372,1.094,2.0
-3.49,-4.511,7.0
2.022,-3.974,1.0
0.9512,0.1133,8.0
1.571,2.781,0.0
-1.346,-4.39,7.0
1.598,3.586,0.0
-2.687,-0.7428,4.0
3.024,-0.2269,3.0
2.072,-5.49,1.0
-1.984,-0.3465,9.0
-0.3531,-0.09687,8.0
-2.726,-3.898,7.0
-1.698,-4.112,7.0
1.669,-6.053,1.0
-2.15,-1.208,4.0
-3.058,-1.51,9.0
-1.848,-1.568,9.0
2.269,0.467,3.0
-1.723,-0.6044,2.0
2.329,-5.893,1.0
-2.25,-4.411,7.0
-2.941,-1.511,9.0
0.6483,3.539,0.0
-0.4241,1.421,2.0
2.119,3.97,0.0
2.601,0.5804,3.0
2.812,0.09482,3.0
-2.04,-3.968,7.0
-3.327,1.643,6.0
-2.252,-0.7659,9.0
-0.8626,1.812,2.0
3.298,0.1451,3.0
3.45,-0.5534,3.0
-2.775,-3.789,7.0
-1.461,-3.534,7.0
2.24,3.986,0.0
0.5656,5.211,0.0
-1.352,-3.964,7.0
1.961,0.6368,5.0
-0.06258,1.576,2.0
-2.469,-1.836,9.0
1.053,1.067,8.0
-1.436,-3.891,7.0
-3.023,-0.6515,4.0
-2.025,-1.347,4.0
-0.3692,1.224,2.0
-3.025,3.741,6.0
-1.161,3.261,6.0
3.59,-4.932,1.0
-2.295,-1.337,9.0
-2.201,1.807,6.0
-0.1285,-0.07091,8.0
-0.003346,1.166,2.0
-1.561,-1.727,9.0
1.732,4.646,0.0
0.7569,0.1433,8.0
1.741,0.3429,3.0
1.595,-5.135,1.0
2.32,-5.334,1.0
-2.739,3.18,6.0
2.379,-1.346,3.0
1.177,-0.2507,5.0
1.901,-5.154,1.0
2.029,-6.092,1.0
2.084,-5.275,1.0
2.537,-0.226,3.0
3.067,-3.802,1.0
0.4631,0.6168,2.0
2.885,0.8802,3.0
1.52,3.279,0.0
0.1328,0.7376,2.0
0.285,3.099,0.0
1.968,-5.128,1.0
2.921,-0.2648,3.0
1.278,0.07853,5.0
1.683,1.802,5.0
-1.544,-4.561,7.0
-1.787,-0.5422,4.0
-0.2146,-1.008,8.0
-1.475,-1.901,9.0
-2.666,4.229,6.0
-2.765,-1.284,9.0
-3.769,2.457,6.0
0.6375,0.08583,8.0
0.828,-0.1162,3.0
-3.431,1.925,6.0
-2.861,3.353,6.0
0.3309,-0.3339,8.0
1.72,0.04624,5.0
1.631,-5.212,1.0
-2.109,-0.9153,4.0
-0.8692,0.8456,2.0
-2.516,-1.181,4.0
-1.408,-1.629,4.0
1.732,0.2756,5.0
1.93,-5.37,1.0
-0.1715,-1.777,1.0
-1.924,-1.785,9.0
2.316,4.861,0.0
0.2054,0.4151,2.0
-2.813,-1.183,4.0
-2.08,-1.409,9.0
1.032,0.3254,5.0
-2.837,-4.0,7.0
1.959,-5.145,1.0
0.4489,-0.5321,8.0
0.8626,0.7547,8.0
0.9692,-0.6148,5.0
-1.823,2.915,6.0
-1.468,-1.851,9.0
0.5167,0.1115,8.0
-3.056,-3.731,7.0
2.216,-5.345,1.0
2.96,-3.841,1.0
-1.942,3.179,6.0
-2.915,-3.849,7.0
-2.407,3.712,6.0
2.447,0.623,3.0
-0.512,1.355,2.0
-0.7054,1.789,2.0
3.058,4.701,0.0
0.9187,0.3193,8.0
-1.189,-1.484,9.0
-0.9061,1.73,2.0
1.789,0.5075,5.0
2.221,-5.464,1.0
2.314,3.631,0.0
0.5366,-0.1973,8.0
0.8643,-1.696,1.0
-1.354,-0.7715,9.0
1.551,0.1412,5.0
-1.253,-1.53,7.0
-1.394,-1.915,9.0
-2.626,3.6,6.0
-1.509,-1.557,9.0
1.383,3.408,0.0
-1.809,2.214,6.0
1.337,-4.359,1.0
1.301,-0.1052,5.0
0.6154,-0.2193,5.0
0.2229,-0.4733,8.0
0.9003,0.7563,3.0
0.3941,-0.2982,8.0
-0.05066,0.8497,2.0
-2.338,4.187,6.0
1.282,0.3998,5.0
0.4157,3.381,0.0
-2.132,-4.44,7.0
-1.872,-0.9938,4.0
-3.876,2.588,6.0
2.477,-5.403,1.0
3.123,0.2175,3.0
-2.381,-0.4001,4.0
-2.316,-3.916,7.0
1.769,0.4458,3.0
-0.6101,1.508,2.0
2.76,0.1024,3.0
-2.452,-1.145,4.0
-1.209,1.51,2.0
1.781,0.3087,5.0
-0.7801,1.342,2.0
-1.631,-3.804,7.0
1.644,-5.355,1.0
-2.115,-4.69,7.0
-0.3544,1.341,2.0
-2.326,3.859,6.0
-2.935,0.09775,4.0
2.051,-6.154,1.0
1.042,0.2953,5.0
-1.323,-1.585,7.0
0.09083,0.02361,8.0
-2.051,3.425,6.0
1.748,4.612,0.0
2.909,-4.656,1.0
0.5167,-0.3508,8.0
-0.418,1.461,2.0
0.2688,-1.576,5.0
-1.486,-4.118,7.0
-3.128,-4.715,7.0
-2.339,3.152,6.0
0.3296,-0.3278,9.0
3.048,-0.4253,3.0
0.3168,0.2225,5.0
-0.286,0.9835,8.0
-2.922,-0.9188,4.0
-0.9256,1.531,2.0
-3.813,-0.929,4.0
0.4897,3.684,0.0
0.3534,-0.1216,8.0
0.6323,-0.266,8.0
2.61,-0.4625,3.0
-2.591,-0.8644,4.0
-1.722,-1.507,9.0
-0.4907,0.7641,2.0
-2.681,-4.638,7.0
1.485,-0.2133,5.0
0.2835,-2.246,8.0
-1.092,1.757,6.0
1.473,0.09765,5.0
-2.503,4.141,6.0
1.775,5.321,0.0
1.894,0.2626,8.0
-2.886,3.76,6.0
-2.045,-4.6,7.0
1.776,-0.1425,3.0
-2.917,2.305,6.0
-2.876,-1.467,4.0
-2.382,-1.263,9.0
-2.062,-0.6029,4.0
-2.301,2.134,6.0
-0.6381,1.8,6.0
2.639,-0.0122,3.0
0.2806,2.574,2.0
-2.52,-0.4682,4.0
1.736,-5.678,1.0
1.206,4.24,0.0
1.386,-4.858,1.0
-2.185,0.5212,4.0
-1.998,3.585,6.0
-0.5234,1.449,2.0
-0.8567,-1.967,9.0
3.161,-4.145,1.0
1.934,-5.353,1.0
2.843,4.16,0.0
-3.186,3.462,6.0
3.016,-0.3285,3.0
-1.958,-1.469,9.0
1.113,-0.6677,5.0
-2.072,2.974,6.0
1.192,-0.06872,5.0
-2.693,3.22,6.0
1.327,-0.6393,5.0
0.9505,-0.07433,8.0
-3.46,-0.6559,4.0
-2.418,2.593,6.0
-2.637,-0.9307,4.0
2.409,-0.4796,3.0
-1.634,-0.7458,9.0
1.955,-5.478,1.0
3.263,0.5788,3.0
-2.356,-1.275,4.0
1.63,-5.206,1.0
-1.65,-1.575,9.0
1.697,-5.557,1.0
-1.076,-2.361,7.0
1.65,-5.294,1.0
0.7249,-2.874,1.0
-1.977,-1.484,9.0
2.6,-0.1113,3.0
0.4582,-0.5629,5.0
-2.347,-1.083,4.0
2.336,3.443,0.0
-1.815,-2.908,7.0
1.727,0.3501,3.0
-2.273,3.698,6.0
2.265,-5.655,1.0
-1.283,-4.186,7.0
0.4855,-0.6433,5.0
1.016,-0.386,5.0
3.444,-0.1123,3.0
3.273,-0.2703,3.0
0.7288,3.925,0.0
1.751,-5.364,1.0
1.511,0.3076,5.0
-2.853,-4.743,7.0
0.3708,0.8937,5.0
0.5464,-0.506,8.0
-3.422,2.345,6.0
-0.2803,1.1,5.0
1.589,-4.775,1.0
1.2,4.041,0.0
-1.124,-0.959,4.0
0.6088,0.5914,2.0
