x,y,label
-0.9224,0.3317,2.0
0.6377,0.9773,9.0
-0.5638,2.513,4.0
-0.4031,1.801,4.0
-0.8319,0.1967,2.0
-0.344,-0.07756,3.0
-0.7095,0.5716,3.0
-0.5396,-0.4367,2.0
3.526,-0.3307,1.0
-0.179,3.477,7.0
-1.976,-0.8959,0.0
1.009,0.3047,7.0
-0.3616,-1.599,6.0
0.61,0.9362,4.0
1.785,-2.231,1.0
-0.2839,0.2522,3.0
-0.2429,0.5559,8.0
1.042,0.3216,7.0
-0.07894,1.239,4.0
-0.2821,-0.1944,5.0
-0.6004,1.407,9.0
-0.5792,-0.3617,2.0
-0.0199,0.2111,5.0
3.464,-1.97,1.0
-0.1993,0.5457,8.0
0.6792,0.7026,7.0
-0.3382,0.3995,3.0
0.6901,2.154,7.0
2.452,-2.03,1.0
0.05087,0.03829,5.0
-0.4845,0.12,5.0
-2.007,-0.7813,0.0
-0.01308,1.428,9.0
1.959,-1.204,1.0
0.4444,0.9087,4.0
-3.276,-0.7062,0.0
0.6618,-2.595,6.0
-0.01679,0.3512,3.0
-0.4267,0.4274,3.0
-1.741,0.5392,6.0
-2.813,-1.334,0.0
0.4233,1.36,4.0
0.4607,1.217,9.0
0.9533,0.832,7.0
-0.9311,0.5162,5.0
3.22,-1.044,1.0
-1.696,-0.6733,6.0
0.2765,-0.3959,8.0
0.8074,1.526,9.0
-0.1974,0.3696,5.0
0.5643,0.3908,5.0
0.3358,0.9685,7.0
0.6853,1.091,9.0
-0.02547,0.316,3.0
-0.09899,0.312,8.0
-0.2038,0.356,3.0
-0.1275,0.615,8.0
2.321,-1.322,1.0
0.4084,-0.6481,5.0
-0.3867,0.1129,3.0
-0.534,0.7962,5.0
-1.715,-1.243,0.0
-0.03168,-0.06095,5.0
-0.2729,0.08663,5.0
-0.8427,0.009836,3.0
0.8992,0.08997,8.0
-0.1837,-1.166,6.0
3.35,1.07,7.0
1.73,0.2872,7.0
0.03944,3.397,7.0
-0.09019,0.3202,3.0
1.081,2.006,7.0
-2.711,0.2474,0.0
-0.2361,0.3175,5.0
0.2772,1.059,9.0
-0.2252,-0.8089,0.0
-0.464,-0.4332,2.0
0.951,-0.1081,5.0
-0.7677,0.6801,5.0
-0.3957,0.7623,3.0
3.504,-1.305,1.0
0.9588,1.523,7.0
1.35,-0.2057,7.0
0.08227,0.4866,8.0
-0.2033,-2.661,6.0
0.6609,-0.2245,5.0
1.086,0.5768,9.0
-0.3529,0.5253,3.0
0.116,0.3421,8.0
0.07874,1.59,9.0
-0.001365,0.1301,5.0
-0.4472,0.4366,3.0
-0.4973,3.585,7.0
-0.4326,0.9317,9.0
1.945,-0.7862,1.0
3.171,1.039,7.0
-2.577,-1.367,0.0
-3.103,-1.125,0.0
-0.3858,0.1719,3.0
0.5451,3.63,7.0
-0.6418,-0.3388,2.0
-0.537,0.6945,5.0
0.4167,-0.374,8.0
2.235,-0.7859,1.0
-0.1648,0.494,8.0
-1.195,-0.5195,6.0
-0.655,-0.1381,2.0
0.5569,1.645,9.0
-0.4473,0.2545,5.0
0.1708,2.77,7.0
-0.1103,0.1334,5.0
0.3928,-0.3904,7.0
1.686,-0.3341,8.0
-1.247,0.1999,6.0
-0.2586,0.4836,2.0
0.8055,-0.3464,5.0
2.594,-0.3851,1.0
-0.5999,2.06,4.0
-0.04008,0.2429,8.0
0.7512,1.022,4.0
-0.3409,0.1448,5.0
0.8984,0.126,8.0
-0.1687,-0.002911,3.0
-1.906,-2.246,0.0
-0.2218,-1.153,6.0
-0.789,-0.3965,2.0
0.4959,1.788,7.0
-0.2476,0.2573,3.0
-0.2367,0.5747,3.0
-0.6282,-0.01726,2.0
2.191,-0.8463,1.0
-3.136,-0.7053,0.0
0.5955,0.6472,7.0
-0.2485,0.3952,3.0
-0.8809,2.899,4.0
-0.6702,-1.846,0.0
-0.5931,0.6628,3.0
0.9618,1.124,9.0
-0.3065,0.1165,3.0
-1.628,1.281,2.0
-0.713,0.4928,8.0
-1.032,1.977,9.0
-2.947,-0.05874,0.0
-0.129,0.2093,3.0
0.1004,0.1252,8.0
-2.714,0.1971,0.0
0.7252,1.93,7.0
-0.308,-2.128,6.0
0.05986,0.1092,5.0
0.02288,1.519,4.0
3.865,0.7843,7.0
0.001566,0.005069,3.0
-0.4282,-0.2174,9.0
-1.99,-1.513,0.0
0.1736,0.3573,8.0
-0.215,-1.707,6.0
-0.7767,0.02701,2.0
0.0626,0.1766,5.0
-0.1198,-0.1847,6.0
2.05,-2.125,1.0
-2.311,-0.3253,0.0
-2.788,-0.7296,0.0
0.1358,0.815,4.0
2.026,0.2982,4.0
-2.09,-0.4982,0.0
2.467,-1.68,1.0
-0.6845,-0.5596,2.0
-0.6249,0.7259,3.0
-0.7509,-0.2716,2.0
0.6792,0.7012,7.0
1.024,1.653,7.0
0.1268,0.3786,8.0
-1.068,0.5887,5.0
-0.6758,-0.2108,2.0
-0.621,0.5011,5.0
1.141,0.5363,7.0
-0.7843,-1.682,6.0
-0.1345,1.375,9.0
3.374,-0.5993,1.0
-0.3316,1.674,4.0
2.92,-2.215,1.0
-0.2596,-1.661,6.0
-0.06088,1.489,4.0
-0.7765,-0.2232,2.0
-0.2259,1.726,4.0
0.2091,-0.5195,3.0
0.2241,-0.07735,5.0
0.1472,1.503,4.0
-0.7585,1.335,3.0
-0.0585,1.316,9.0
-0.5744,0.7197,5.0
-2.757,-0.3298,0.0
2.947,-0.7181,1.0
-0.458,0.07849,5.0
-0.106,0.6046,3.0
-0.1511,0.7096,8.0
0.1839,1.766,9.0
1.693,-0.9275,1.0
0.2151,1.844,9.0
-0.7781,2.493,7.0
-0.2674,1.793,9.0
-0.2924,0.7586,5.0
1.263,0.06277,5.0
-0.1406,-1.274,2.0
0.2794,2.777,7.0
0.2535,1.622,4.0
-1.85,0.07814,6.0
-3.052,-0.0687,0.0
2.986,-0.9137,1.0
0.353,0.3709,1.0
3.365,-1.015,1.0
-2.461,-0.9534,0.0
-0.1762,1.281,4.0
-0.09869,1.458,4.0
0.1828,2.184,7.0
-1.614,0.5051,6.0
-0.384,0.1007,3.0
0.4113,0.1485,0.0
-2.955,-0.9248,0.0
0.4307,1.356,4.0
-0.461,0.07818,3.0
-2.269,-0.6543,0.0
-0.8303,-1.067,6.0
1.484,-1.497,1.0
1.495,0.656,9.0
-1.123,-0.01939,6.0
3.306,-0.4763,1.0
-0.5513,0.2863,3.0
-0.1371,0.3332,8.0
1.988,-1.791,1.0
-0.4213,-0.4014,2.0
-0.2038,0.2661,5.0
-1.561,0.2777,6.0
-0.8291,-0.3399,2.0
0.4408,0.5871,7.0
-0.1411,0.09314,3.0
-0.1318,-2.792,6.0
-1.89,-2.95,0.0
1.303,-1.36,1.0
0.2218,1.295,9.0
1.355,0.709,7.0
-1.159,-0.7004,6.0
-1.416,0.2005,6.0
0.2453,0.4469,8.0
1.834,0.4142,9.0
-0.5862,-0.3804,2.0
-0.463,1.124,9.0
1.103,0.04775,5.0
0.2296,0.5611,8.0
-0.5526,0.1413,3.0
1.691,-2.635,1.0
-2.727,-0.4317,0.0
-1.89,-0.4631,0.0
-0.3904,3.781,7.0
0.1748,-1.123,6.0
-1.314,-1.994,6.0
-0.6323,-0.5277,2.0
0.9465,-1.647,1.0
-1.915,-0.3309,6.0
0.3616,1.594,9.0
-0.7641,0.1635,3.0
2.823,-0.7838,1.0
-0.7116,0.5743,8.0
-0.7882,-1.595,6.0
1.286,-0.04513,9.0
-1.882,-1.013,0.0
-0.3207,-3.429,6.0
-2.304,-0.6733,0.0
-1.448,-1.415,0.0
-2.367,-1.015,0.0
-1.209,-0.1778,6.0
-0.4892,0.1808,3.0
-0.05979,0.5223,5.0
0.7887,0.8576,9.0
-0.7858,0.568,3.0
0.186,1.191,4.0
0.5986,-0.7481,5.0
-0.2917,0.4897,5.0
-0.1831,0.5094,8.0
-0.2447,0.5721,5.0
-0.1637,0.5509,3.0
-1.829,-1.24,0.0
-0.2963,-0.06623,4.0
-3.479,0.1246,0.0
-0.5058,-0.02065,2.0
-0.1488,1.711,9.0
-1.108,-1.329,6.0
1.066,-0.1069,8.0
-0.7038,-0.2518,2.0
-0.2662,0.2797,3.0
3.177,-1.151,1.0
-0.7002,-0.1959,2.0
2.903,-1.743,1.0
0.968,-1.801,1.0
0.2614,0.4323,5.0
-1.186,-0.8097,6.0
0.128,1.942,9.0
0.9033,0.1098,8.0
-1.55,-0.2305,0.0
-1.206,-0.3973,6.0
-0.1864,-3.446,6.0
-0.2588,0.5736,5.0
0.1525,0.1985,5.0
-0.2675,0.05369,3.0
0.0248,0.2448,8.0
-1.199,-0.1334,6.0
-1.586,-0.7627,2.0
2.214,-0.3836,1.0
0.3516,1.748,4.0
-0.07189,1.079,5.0
0.1188,1.256,4.0
-0.5089,0.1138,3.0
0.5953,2.022,7.0
-0.2547,0.7803,8.0
-0.1683,0.232,5.0
-1.96,0.02606,0.0
-0.05744,1.313,9.0
-0.6113,0.1295,3.0
-0.44,0.5336,5.0
3.017,-0.3531,1.0
1.939,-2.091,1.0
-2.027,-1.267,0.0
0.8404,0.7364,4.0
0.4885,1.171,4.0
0.3178,1.235,7.0
-1.56,-1.15,0.0
2.359,-0.6176,1.0
0.3557,1.054,7.0
-1.885,-0.7694,0.0
1.881,-0.3104,1.0
-1.351,0.2689,6.0
4.062,-1.469,1.0
0.7385,0.7642,4.0
-0.2377,0.7652,5.0
-1.366,0.4273,6.0
-0.7481,-1.336,6.0
-0.06461,-0.01844,5.0
-0.1528,4.136,7.0
-0.5911,0.3407,8.0
0.1964,1.151,4.0
-0.4894,1.594,4.0
2.413,1.766,7.0
-0.6576,0.01983,2.0
-0.4285,0.5073,5.0
-0.3089,0.1822,3.0
0.5023,2.122,7.0
-3.222,-0.09305,0.0
1.021,0.4816,7.0
1.503,2.225,7.0
0.6593,1.414,9.0
-1.114,-0.4804,6.0
0.2204,1.327,4.0
-0.1075,-0.3617,2.0
0.208,0.2717,8.0
-0.2284,-0.2951,5.0
-0.205,2.668,7.0
-0.2123,0.1337,8.0
-0.07999,0.4551,3.0
1.161,0.6806,9.0
0.6433,-0.3791,5.0
0.0871,0.4557,8.0
-0.114,1.865,9.0
-0.3358,1.231,9.0
-0.03427,0.3801,8.0
-0.5572,-0.1133,6.0
-1.203,0.4351,2.0
1.427,-0.2505,8.0
0.9086,0.5135,9.0
-0.6932,0.03149,2.0
-0.307,0.4084,3.0
-0.8683,-0.2061,6.0
3.505,-1.439,1.0
2.601,-0.7199,1.0
0.3718,-0.02116,8.0
-0.1018,1.779,9.0
-0.01855,0.01043,3.0
-0.4472,1.884,4.0
-2.475,-0.6955,0.0
2.625,1.677,7.0
0.5626,1.27,9.0
-1.271,-0.6005,6.0
0.1312,1.275,4.0
1.898,-0.5747,1.0
0.5322,0.9017,4.0
2.445,-1.621,1.0
-0.4292,0.1991,3.0
-1.073,1.683,4.0
0.9583,1.082,9.0
-0.2508,-0.0003484,3.0
2.722,-2.19,1.0
0.08398,1.082,4.0
3.026,1.076,7.0
2.16,0.3438,7.0
-1.029,2.667,4.0
3.024,1.082,7.0
-0.5666,-0.4379,2.0
-0.3306,2.264,9.0
-0.5674,0.338,3.0
-2.0,-0.07792,0.0
0.05386,0.3144,8.0
-1.125,0.3748,8.0
0.3743,0.02102,8.0
0.5225,1.966,4.0
-2.185,-0.5031,0.0
-0.6936,1.418,4.0
1.289,0.297,4.0
2.381,-0.3346,1.0
-0.3534,0.2466,5.0
-0.6179,-0.37,2.0
-0.2711,0.7601,8.0
-0.4382,0.4104,3.0
-0.3737,1.497,4.0
-0.5842,1.829,9.0
0.5906,-0.126,5.0
-0.5553,-0.3182,2.0
0.7609,-0.7544,8.0
3.498,-1.634,1.0
-0.06237,0.4987,5.0
0.08785,0.704,3.0
0.1815,1.254,7.0
0.4416,1.477,9.0
0.1048,0.6642,4.0
-0.5372,-0.4484,2.0
-0.6289,1.002,5.0
-1.162,-0.04528,6.0
-0.5159,-0.138,3.0
-0.04315,0.2408,5.0
1.593,0.9399,9.0
-0.428,0.4448,3.0
0.6277,-0.4773,5.0
0.2162,1.287,9.0
-0.9729,0.6412,3.0
2.04,-1.685,1.0
-1.221,2.062,9.0
0.9771,-0.3855,5.0
-0.02382,0.2423,3.0
-2.867,0.6406,0.0
-0.8916,-0.9387,6.0
-0.05712,2.215,9.0
0.07947,0.4425,8.0
-0.8643,2.349,4.0
-1.852,-2.685,0.0
0.3827,0.3968,4.0
-0.6289,1.258,9.0
-0.5756,-0.3335,2.0
0.2379,1.776,9.0
-2.488,-0.6743,0.0
1.877,-0.6572,1.0
-1.235,-0.5919,0.0
0.8121,0.5538,3.0
0.8057,-1.243,1.0
-0.2905,-2.724,6.0
-0.4784,0.5478,5.0
1.377,-0.311,8.0
2.276,-1.105,1.0
0.0154,0.1168,5.0
-0.3377,0.06262,3.0
-0.1293,0.4175,3.0
-1.478,-1.459,0.0
-0.09623,-0.237,3.0
-0.1965,0.4535,5.0
0.6655,-0.7213,5.0
0.3798,1.284,9.0
-1.54,1.423,2.0
-0.03106,0.5777,8.0
0.1037,1.135,7.0
-1.612,-1.499,0.0
-1.184,3.12,4.0
0.1419,1.423,9.0
2.998,-1.651,1.0
0.03946,1.538,9.0
1.214,2.327,7.0
2.376,1.518,7.0
0.7319,-0.6043,5.0
-0.5289,0.5106,5.0
-0.8195,-0.22,2.0
-1.567,-1.499,0.0
-0.1692,1.697,9.0
2.057,-1.375,1.0
0.4779,0.1259,8.0
-1.242,-0.6731,6.0
-0.5552,0.128,2.0
-0.1618,0.1026,3.0
0.3407,1.268,9.0
-1.401,0.06599,6.0
-0.5392,-0.6027,2.0
2.712,-0.9931,1.0
-0.164,1.564,9.0
3.108,-1.221,1.0
-0.3139,0.257,3.0
0.07594,-0.2551,5.0
0.4827,0.08594,5.0
-2.076,-0.5694,0.0
1.198,-0.3653,3.0
-0.002339,0.7174,8.0
-0.2921,0.3325,3.0
-0.1754,0.03149,3.0
1.779,1.144,7.0
-0.8983,-0.2279,6.0
-0.0233,0.6107,6.0
-3.692,0.1818,0.0
2.974,-1.09,1.0
-0.2956,1.236,4.0
-2.248,-0.4852,0.0
-0.1393,-3.958,6.0
0.3247,1.113,9.0
0.1556,0.371,8.0
2.382,-0.5157,1.0
-0.5846,-0.2155,2.0
2.194,-0.5101,9.0
0.001967,1.736,9.0
0.5113,0.02473,5.0
0.3256,1.465,9.0
1.897,0.5872,7.0
-0.3506,0.626,3.0
-0.8207,2.989,7.0
0.9003,0.1783,8.0
-3.482,-0.6517,0.0
2.753,-1.109,1.0
-0.3062,0.3899,3.0
-2.678,-0.07863,0.0
0.4051,1.325,4.0
-0.2273,-1.359,6.0
2.818,-2.527,1.0
-2.646,0.1434,0.0
-0.5822,0.4319,2.0
-0.0452,0.4254,5.0
-0.417,0.3258,8.0
-1.639,2.576,4.0
-0.3238,1.577,4.0
1.176,-1.995,1.0
2.535,-1.551,1.0
0.2655,-0.01221,5.0
0.4075,1.49,4.0
0.01797,0.2154,6.0
-1.59,0.4507,6.0
-2.054,-0.9839,0.0
-1.462,0.2173,6.0
0.06133,1.554,9.0
-0.4507,-0.7354,2.0
-1.036,-1.168,6.0
-0.7664,-0.1545,2.0
0.2004,2.387,7.0
3.582,-0.8813,1.0
2.506,0.9037,7.0
0.1427,1.606,9.0
0.6857,0.6664,4.0
-2.404,-0.4159,0.0
-2.816,-0.3773,0.0
-0.52,0.4014,3.0
-0.3322,0.6191,8.0
-0.7278,0.1534,2.0
-0.6025,-0.606,2.0
0.4728,-0.1183,3.0
2.124,-0.8667,1.0
-0.001557,-0.9858,6.0
-2.554,-0.6818,0.0
-0.1684,0.4241,5.0
1.97,1.031,7.0
2.173,0.243,7.0
-0.2045,2.581,9.0
-0.8482,-0.09596,2.0
-1.437,0.03474,6.0
2.102,0.6927,7.0
2.502,0.1987,9.0
1.368,0.3801,7.0
0.2172,0.008204,8.0
-0.3427,-2.191,6.0
0.02063,0.2382,8.0
0.274,0.302,8.0
0.6098,0.8709,4.0
-1.276,0.1224,6.0
0.2565,-0.01226,8.0
-1.683,2.248,4.0
3.982,-1.289,1.0
-0.9473,-0.2908,2.0
0.6204,0.09534,8.0
-0.6671,0.01865,1.0
-0.241,0.3204,3.0
-0.2856,2.09,9.0
0.4629,1.32,4.0
-2.005,-0.3439,0.0
0.01494,0.6042,3.0
2.526,1.553,7.0
-0.3609,0.1537,3.0
-0.5275,-0.4562,2.0
-0.2391,-0.01276,3.0
-0.6607,0.4661,3.0
1.06,1.568,7.0
-0.3575,0.5121,3.0
0.4023,1.549,4.0
-1.487,-0.6958,0.0
-1.121,-0.3098,6.0
-1.026,0.2826,2.0
-2.01,-0.5684,0.0
-0.06684,0.2558,8.0
1.62,-1.601,1.0
-0.3365,0.2863,5.0
-0.3317,0.01744,3.0
0.3433,0.07764,5.0
0.8059,0.6932,4.0
1.64,-2.069,1.0
0.7557,1.646,7.0
0.904,-1.89,1.0
-0.5811,0.6225,5.0
1.702,1.453,7.0
0.1451,-0.2731,5.0
0.3358,2.29,7.0
-0.205,0.4138,3.0
-0.9508,-0.2599,2.0
-0.3198,-0.5733,2.0
1.357,1.83,7.0
-0.3042,0.5939,3.0
0.3376,1.737,7.0
-0.4471,0.1246,3.0
1.384,0.8781,7.0
-0.2972,0.5356,8.0
0.1438,0.2248,5.0
-0.5927,1.322,4.0
0.5648,-0.2045,5.0
-0.629,-0.3034,2.0
1.405,0.3573,5.0
-1.109,-0.4704,6.0
-0.1709,0.5015,5.0
-0.6563,0.03738,3.0
-1.397,-0.4939,6.0
-0.7435,2.806,7.0
0.1654,1.372,4.0
2.369,-0.1883,1.0
1.718,0.7986,7.0
2.236,-1.059,1.0
1.046,-0.159,5.0
-0.6636,-0.1576,2.0
-0.3418,0.1151,3.0
-1.358,-2.037,6.0
-0.3682,0.1382,3.0
-0.3896,0.09406,1.0
1.161,0.6212,4.0
-0.7365,-0.1107,2.0
-0.3912,-3.035,6.0
0.9453,0.1147,7.0
0.2488,1.038,4.0
-0.8723,-0.03304,3.0
-0.07026,-0.1317,8.0
-2.097,-3.135,0.0
-0.4954,-2.3,6.0
-0.6663,-0.3737,2.0
3.152,-0.4681,1.0
-1.61,0.5046,6.0
-0.9627,1.458,5.0
0.1254,0.617,3.0
-0.6206,1.786,9.0
2.866,-2.091,1.0
0.08798,2.055,9.0
-0.1255,0.604,3.0
0.6854,-0.8556,2.0
3.94,-1.238,1.0
-0.2697,0.2292,8.0
-0.01167,1.253,4.0
0.5366,1.331,4.0
-0.4239,-2.142,6.0
-0.6861,0.5994,5.0
-0.264,0.2248,8.0
-0.07099,-2.326,6.0
0.1431,1.334,9.0
1.554,1.225,7.0
2.047,1.822,7.0
0.1237,0.3052,8.0
-1.286,-0.2746,6.0
0.1908,2.055,9.0
0.9886,0.2761,7.0
0.5983,-1.073,3.0
-0.1328,1.66,9.0
0.5592,1.119,4.0
-3.981,0.8078,0.0
-0.2244,0.5615,5.0
-0.9138,2.18,4.0
-0.8184,-1.135,6.0
-0.8729,2.547,4.0
2.814,-0.3365,1.0
-0.4912,0.507,2.0
-0.1738,0.3241,3.0
-2.344,-0.00683,0.0
-3.298,-0.546,0.0
-0.6635,0.1053,2.0
-1.388,0.3842,6.0
-1.923,0.4366,6.0
0.102,0.02054,5.0
0.252,2.09,7.0
-1.453,-0.5817,0.0
-0.1666,0.2509,8.0
-0.7024,-1.836,6.0
0.7087,1.065,4.0
1.012,1.061,7.0
-0.2526,1.507,9.0
-1.342,-2.133,0.0
0.164,2.742,7.0
-0.2515,-0.1988,3.0
1.075,0.4217,4.0
-0.774,0.04005,2.0
2.207,-1.721,1.0
0.7602,0.05159,8.0
-0.1411,0.2592,8.0
-0.06757,0.286,5.0
-0.5108,2.016,9.0
-0.581,-0.6118,2.0
0.8362,0.3781,7.0
3.083,-2.083,1.0
0.08751,0.5562,8.0
-0.4416,0.2482,8.0
-0.1994,-0.3237,8.0
0.1143,-1.197,2.0
0.6429,1.371,7.0
-0.4211,-2.832,6.0
-1.857,-1.966,0.0
1.581,-1.983,1.0
-0.4639,-0.5047,2.0
2.433,0.5444,7.0
1.13,-2.249,1.0
-1.981,-1.101,0.0
0.005698,0.6052,8.0
-0.6102,0.3966,3.0
-0.02646,-0.8648,6.0
-1.044,-2.019,0.0
0.05273,0.1475,5.0
-0.6699,0.512,3.0
-1.466,0.9366,6.0
-0.7335,-0.4252,2.0
0.2427,0.1306,8.0
1.392,0.05322,7.0
-2.554,-0.4288,0.0
2.395,-1.082,1.0
-0.3057,1.442,4.0
-0.7546,0.1105,2.0
2.522,-0.5055,1.0
2.43,-0.4237,1.0
-0.5856,1.913,4.0
0.1098,1.893,4.0
-0.8613,2.724,4.0
-0.3633,1.295,4.0
2.904,0.4293,7.0
3.285,-0.468,1.0
-0.3354,-3.099,6.0
-0.6819,-0.1368,2.0
-0.1113,0.4606,9.0
-0.242,1.625,9.0
-3.036,0.2869,0.0
-1.47,-1.117,0.0
1.89,-1.373,1.0
0.8191,-0.5928,8.0
-0.05208,0.2658,8.0
0.328,1.405,4.0
-0.1165,0.1865,3.0
0.7949,1.26,4.0
-0.3383,-0.8815,2.0
-2.834,1.853,0.0
0.2169,-1.089,6.0
2.306,-1.48,1.0
0.2198,-1.387,6.0
2.634,-1.935,1.0
-0.6403,-0.09968,2.0
-0.6696,-0.2111,2.0
-0.9166,0.06711,2.0
2.732,-0.1793,1.0
-0.8611,0.4569,2.0
0.3291,0.2934,3.0
1.036,0.1181,7.0
0.1749,0.4007,8.0
1.804,-0.7916,1.0
-2.756,-0.7959,0.0
-0.7504,-0.04633,0.0
-0.5368,-0.06784,2.0
2.726,-0.7813,1.0
-1.811,0.4531,6.0
-1.281,0.211,6.0
-2.505,-0.7244,0.0
1.81,-1.74,1.0
-0.9539,-1.319,6.0
-0.868,-0.1823,2.0
-0.3201,0.1935,5.0
2.825,-1.263,1.0
1.021,0.5892,7.0
-0.5097,2.596,4.0
0.04177,0.3163,8.0
-0.3012,0.3241,2.0
3.531,-1.607,1.0
-0.2154,1.821,4.0
-0.02171,0.3303,3.0
0.4046,0.4789,8.0
0.3406,0.1378,3.0
0.2151,1.949,9.0
-0.6979,1.978,9.0
-0.4738,1.642,4.0
0.572,0.6621,8.0
-0.6197,0.5885,3.0
-0.1413,1.354,4.0
0.1413,2.253,7.0
-0.7186,-0.1749,2.0
0.6642,1.782,7.0
-0.4702,0.3259,5.0
1.73,1.376,7.0
-2.273,-0.9216,0.0
0.3947,1.107,4.0
-0.392,0.2934,3.0
-0.8498,0.2979,3.0
-0.8,0.06194,2.0
-0.07667,-2.867,6.0
0.6764,1.912,7.0
0.2702,-1.909,6.0
-0.3273,-1.65,0.0
-2.452,-0.8226,0.0
-1.512,0.2618,6.0
1.578,1.365,7.0
2.062,0.9054,7.0
-2.196,-0.6529,0.0
0.2716,0.5121,5.0
-0.313,0.5122,5.0
0.0816,0.4363,8.0
2.44,-1.492,1.0
-2.907,-0.261,0.0
-0.2885,1.925,7.0
-1.679,-0.3157,0.0
-0.5901,-0.4425,2.0
0.02528,0.6773,8.0
2.693,-2.254,1.0
0.07286,0.3233,5.0
-2.099,-0.4101,0.0
-0.3062,0.2269,8.0
-0.1193,0.4925,8.0
-2.314,-0.7946,0.0
-0.3995,0.0989,3.0
-0.6754,0.0541,2.0
0.7906,3.282,7.0
0.2817,0.4182,7.0
-0.5007,-0.3396,2.0
-0.5164,-1.706,6.0
-0.05631,1.515,4.0
-0.01592,1.769,7.0
0.2003,0.5312,5.0
0.1651,-0.6401,5.0
0.8408,1.511,5.0
-0.6324,-0.1073,2.0
-0.2419,1.763,9.0
-0.6659,-0.04213,2.0
0.04193,0.2423,8.0
0.5352,0.1259,4.0
-0.4314,-0.8994,6.0
0.1883,0.4647,8.0
0.2715,-1.047,6.0
-0.6591,0.3726,5.0
-2.107,-1.109,0.0
-1.733,0.2322,0.0
-0.1345,0.4155,8.0
0.4514,0.8949,7.0
-0.3762,-3.283,6.0
1.027,-1.944,1.0
0.2217,1.676,7.0
2.755,-0.3473,1.0
2.185,-0.8092,1.0
-0.642,-0.3494,2.0
-0.1156,3.474,7.0
-1.056,2.377,4.0
-1.346,-1.471,0.0
-2.148,-0.4832,0.0
0.8203,2.271,7.0
1.781,1.858,7.0
-0.7731,-1.672,6.0
-0.3507,0.05434,3.0
-0.5468,0.3238,8.0
0.1862,-2.192,6.0
0.3374,1.257,4.0
-0.5687,-0.2844,2.0
-2.016,-0.4535,0.0
3.329,0.03991,9.0
-0.5886,1.814,4.0
-2.566,-0.6663,0.0
-0.2221,0.03704,5.0
-1.02,2.999,7.0
0.001853,0.3473,8.0
-0.3325,-0.5095,2.0
0.3456,1.458,7.0
0.2675,0.5959,4.0
1.088,1.661,7.0
2.954,-0.6137,1.0
2.713,-1.678,1.0
-0.09341,0.3091,3.0
-0.3506,-1.364,6.0
-0.7533,-1.527,6.0
-0.6535,0.04758,2.0
-0.9547,2.381,9.0
2.846,-2.368,1.0
0.2006,1.865,9.0
0.4196,1.194,4.0
0.2814,-0.1013,8.0
-0.306,0.1528,3.0
-0.2254,-1.659,6.0
0.4431,1.225,9.0
-0.3525,-0.03384,5.0
-1.267,1.666,9.0
-1.113,-0.6373,6.0
-0.4928,-0.4902,2.0
-0.6289,2.791,4.0
0.06443,-1.476,6.0
1.114,1.743,7.0
1.727,2.274,7.0
-2.904,-0.6494,0.0
-0.2667,-2.635,6.0
-0.3419,-2.163,6.0
-0.4245,1.852,9.0
1.067,0.4821,4.0
0.4151,0.2314,8.0
-0.248,0.3165,3.0
-0.3955,0.1638,5.0
-0.3219,-0.1636,3.0
-0.3788,1.83,4.0
0.7395,1.795,9.0
-3.08,-0.1491,0.0
-1.508,-2.135,0.0
-0.4817,0.1867,5.0
-0.5205,-0.3436,2.0
-0.3552,0.7269,5.0
-2.246,-0.4277,0.0
3.846,0.6685,7.0
2.891,-0.9222,1.0
2.545,-2.189,1.0
2.828,-2.192,1.0
-1.156,-0.6087,6.0
1.486,1.125,7.0
-0.1267,-1.887,6.0
2.176,1.383,7.0
0.5547,1.139,9.0
0.02842,-1.535,6.0
0.07729,-2.033,6.0
1.877,0.2628,4.0
3.925,-0.9834,1.0
0.5015,1.789,4.0
0.0344,0.1057,3.0
1.968,-1.714,1.0
2.231,-1.409,1.0
-0.5064,-0.4239,2.0
-1.429,1.013,2.0
-0.01267,1.355,4.0
2.673,-1.646,1.0
-1.656,-0.5027,0.0
-0.4217,0.508,8.0
0.6619,0.1885,7.0
-0.05206,-1.387,6.0
-0.4362,0.1509,3.0
0.8615,0.7768,4.0
-3.172,-0.4983,0.0
-2.106,-0.5488,0.0
-0.986,-0.03673,6.0
-0.9655,0.5296,3.0
-0.36,0.1897,3.0
0.5167,-0.2711,0.0
2.08,0.9158,7.0
1.783,-1.455,1.0
3.034,0.4819,7.0
3.054,-0.8143,1.0
2.674,-0.6243,1.0
-0.2025,0.3624,3.0
1.288,-0.7203,1.0
-2.707,-0.8326,0.0
-0.9145,2.442,9.0
-0.6615,1.613,9.0
1.113,0.5698,7.0
0.1363,0.4598,5.0
0.4901,1.093,4.0
2.357,-0.2093,1.0
-0.5355,1.547,4.0
-0.0149,0.5048,8.0
1.515,0.4003,9.0
-0.234,0.8183,5.0
-0.3881,0.4203,3.0
0.001159,-0.1597,5.0
1.669,-1.515,1.0
-0.2893,2.024,9.0
-0.0622,0.2937,8.0
-0.07402,-0.1422,2.0
1.231,0.573,3.0
1.178,-0.09666,3.0
1.086,0.656,9.0
0.03532,1.653,9.0
-3.25,-0.3559,0.0
1.86,-0.8921,1.0
-1.906,-1.339,0.0
-0.6358,-0.4635,2.0
-0.7379,2.579,9.0
